MouseID,alphaketoglutarate,hydroxyisobutyrate,hydroxymethylglutarate,phosphoglycerate,hypoxanthine,succinate,hydroxybutyrateBHBA,dihydroxyacetonephosphateDHAP,fumarate,isoleucine,leucine,malate,lactate,valine,glucose,malonate,pyruvate,Nacetylleucine,citrate,methylsuccinate,ethylmalonate,carnitine,methyloxovalerate,methyloxopentanoate,alphahydroxyisocaproate,acetylcarnitineC,methyloxobutyrate,butyrylcarnitineC,isobutyrylcarnitineC,butyrylglycineC,propionylcarnitineC,Nacetylisoleucine,alphahydroxyisovalerate,aconitatecisortrans,isovalerylcarnitineC,isovalerylglycine,methylbutyrylcarnitineC,malonylcarnitine,hydroxymethylvalerate,betahydroxyisovaleroylcarnitine,tiglylcarnitineC,deoxycarnitine,succinylcarnitineCDC,hydroxyglutarate,methylglutaconate,hydroxybutyratehydroxyisobutyrate,dihydroxymethylbutyrate,Group,Tx,Ex,avg_dVO2,avg_VO2
VR11,-0.3799066260614436,0.3880177675756374,0.22019970217903231,0.3384169574462182,0.6604366735525817,-0.16553332104124224,-0.001309420546338147,-0.2094042895613063,0.08318130423246287,0.6244387817189958,0.5582866771560104,0.016183502010703565,-0.5162291275351962,0.71933381403786,-0.5585846070504741,-0.2289312263381983,-0.17232714239203856,0.8259866117935849,-0.4387441316185578,-0.08419188619905961,0.25911782084430046,-0.1566149135521312,-0.1950936806471034,-0.18493394819090983,0.024493002133586655,0.29706577323894756,-0.10180010259641359,-0.15877355178059094,0.3762521200409453,0.33511955747296124,0.27980543209195285,0.776479310535884,-0.0395194074437515,-0.14894086405511847,0.5709733848892846,0.5840313026374048,0.3170942323485289,0.24483456221158234,0.21281632623812102,0.2760847783025004,0.5537871334447679,0.10825971943434215,0.16117059843602943,0.11155659552850081,0.37970018803498573,0.5140574888287266,0.5797874153074438,VR,V,R,0.2929801827571987,0.1777442018510276
HR40,-0.5225954206042206,0.9552800111697786,-0.30375127133467517,1.010393876617132,1.1309796863872312,0.5344655327364816,0.9725128759845568,0.7587417283254527,0.598151757097328,0.3077547801221074,-0.060483393135837116,-0.0907866343947833,-1.0019027842521677,-0.1481693064497167,-1.5739910772439891,0.3907437219768655,-0.13018474444163602,0.37987249724245986,-0.7996931348729537,-0.7368311659505057,0.5965079354603552,-1.1813147470380603,-0.08221222034856554,-0.13352098802380796,-0.20375213790949612,0.7688916011544221,0.10165623013497133,0.43442806414289836,1.0179754640393262,-0.5559626045131237,1.097640982620493,0.888253989602638,-0.6844764290155941,0.005775186613527619,1.0026195022558901,0.19280902542103662,1.054757242054253,-0.040548965262818995,0.049295750810513184,-0.7407691213520057,0.959395365588082,-0.9243176399516317,-0.934407844334771,-0.13417993045361226,0.2133580710140977,0.16685385899678606,0.631420173501313,HR,H,R,1.6220662152415404,-0.5855474568344625
VR60,-0.5087122991281555,0.5895079642067877,0.25397403967707377,0.4674762694027803,0.8899684552968006,-0.10498724047007196,0.14532407511866777,-0.09826759168479854,0.11624111014198027,0.771269111923932,0.6289304122098595,-0.06233961993400833,-0.7547150029491592,0.834166764162123,-0.8807341426081491,-0.26794759606128016,-0.25877782346402833,1.0515111010929656,-0.554098261586315,-0.2196791362472294,0.37417004949996396,-0.3556556662100462,-0.2029116759168808,-0.21695022790494997,-0.00515766233472674,0.4281645098516704,-0.0521176881096278,-0.16383305557408734,0.6111342399093024,0.4018028208637503,0.48021209202415066,1.049543844745252,-0.12517646033207158,-0.12334746421979842,0.8293910134902338,0.753409914976136,0.528641304245412,0.24588081452836252,0.29404830014754,0.2459146030258011,0.7896007358868901,0.025660520202092196,0.057380566829369206,0.12064870476881352,0.5233299170679814,0.6681472957854704,0.6932306166413872,VR,V,R,0.5957298147766455,0.2254180902085388
HR70,-0.3746112963432398,0.852944783569432,0.26132816696685024,0.02374688820901183,0.5218436538651743,0.5691902783810299,0.9100617067040442,1.0636291073795072,-0.2879362912068812,0.3212498446700859,-0.1469719133419069,-0.8975078449092754,-1.0162074487143697,0.16015007101439654,-1.4389190547261226,-0.385180855678779,-0.6027277302027703,0.8267274986600612,0.1441528480094051,-0.8231301646090399,0.3709888088880927,-1.0595498581569973,0.34644927902004496,0.08078195775625863,-0.22342540757470597,0.34030324883795343,0.7013703891904631,-0.14649234646188913,1.2224783751801096,0.6651062884329215,0.9178291885610371,1.043282001590212,-0.35253955403316684,0.5845777532699377,1.1528130869113287,0.7713511258898129,1.019911876231917,-0.41320107976825105,0.5350651248002545,-0.22840834445197544,0.950792162966264,-0.3818603044761629,-0.7283866779942264,0.018187686890469085,0.8278339125603553,0.7418477693567334,-0.2841278624185456,HR,H,R,1.4509046875776934,0.9398312767736176
VR83,0.018448305813505483,-0.15618215428106785,0.48486334507786355,-0.5731681830412194,-0.2605714367984983,-0.2890394632451051,-0.38999942353242667,-0.288709771555552,-0.53745795875629,0.28169960010291517,0.3365524393211746,-0.2892122264178265,0.04511152958402932,0.6332904660500853,0.2940532656347745,-0.6099410341167879,-0.25450963703639123,0.5600211333174276,0.41391803839076113,0.18693179217852318,-0.15375289842944215,0.39360595659978576,0.08560956138408499,0.022589220426570966,0.08334581473590184,-0.2782869696711677,0.1460064770457294,-0.5017606764877545,-0.06021731647919956,0.9220833471843501,-0.3091611098587416,0.21849639993212233,0.3681308827221521,0.14366687148270513,0.04504791090130303,0.5327710786557964,-0.20989349253398298,0.014553860812627328,0.3155582761656145,0.6613796912375761,-0.015167831343523008,0.6372788479516606,0.5352018789074708,0.18295564009319348,0.4119550382621473,0.4971753181764538,-0.2510099859774677,VR,V,R,-0.5353428749948969,0.9961548137917006
HR92,-0.056730106398142355,0.24767446702819218,-0.32703741104993833,0.4063509727030078,0.24425307820868444,0.33255594591809573,0.45952483545432676,0.4276033943800138,0.33972684572524536,-0.1934740452690102,-0.31686021717375346,0.0463678208541311,-0.18654644329194328,-0.49141911342418343,-0.4473201914882189,0.39748317536736033,0.08886346971346742,-0.3202248410170817,-0.24964877807202818,-0.286414084025856,0.16510494046663532,-0.4789265584004607,0.014774909022721688,0.011339676466400495,-0.10530963488583525,0.24922283173501092,0.029496427031184096,0.3566659123052436,0.24611506945239275,-0.5846836302780689,0.3810659159765577,-0.022622891100183673,-0.336437922690377,0.012785874260975131,0.141171073986745,-0.2932203832380682,0.3237192184692957,-0.1051477745154874,-0.1496935857456722,-0.5534394518088116,0.14945093525040948,-0.5522966948407582,-0.5448118838106732,-0.14040811546897772,-0.1785027855261471,-0.26733562468561234,0.09256084136174247,HR,H,R,0.5560032642730051,-0.4992685421007687
VR42,-0.1934170707911853,0.039425870324854256,-0.09458840631400084,0.5206935824136896,0.4802035984489602,-0.2991109930322028,-0.26028906354110265,-0.5607725863325581,0.4087355393555381,0.3316355978205355,0.458351269615246,0.5247914069718205,-0.04400271643728815,0.35923307397327264,0.011324599221039872,0.18893292788125882,0.20463072013164318,0.1886316492582616,-0.6289512656207454,0.21850584370427914,0.13363678690840108,0.1786366790605901,-0.3685585887781645,-0.21674117080715855,0.09108339070961496,0.22964580085529293,-0.46291730731473424,0.10688934904259983,-0.1726775977630645,-0.33279342381621424,-0.0325567781593873,0.17473659865939095,-0.01832304973769397,-0.4537882031585533,-2.5186219146211553e-05,-0.0016134615786008721,-0.08086136954005194,0.40686854566548186,-0.15976934098803944,0.10943652162962114,0.09686781395572014,0.030790200459092032,0.2732336770998156,0.026706227881642175,-0.1714607329454505,-0.04015538764937976,0.7612683826016988,VR,V,R,-0.22313743265917296,-0.5870173655322789
HR52,0.0025301946934328245,0.21362380327478792,-0.06835136221055968,-0.03373286457344343,-0.018208749126893686,0.35205667006052915,0.44020421464404913,0.5729041867467698,-0.060610396249500625,-0.1782951341390556,-0.3517803495070358,-0.3248067964863596,-0.20774273292370218,-0.34433200032347433,-0.4058412158162101,0.042728630429972374,-0.13104853619532542,-0.10340517648810521,0.17184380268219984,-0.33395426837719805,0.0697880005783042,-0.43590184458138426,0.20894939542065735,0.10668173364561648,-0.11607101787731786,0.0626807063485181,0.3048907895261427,0.09255644354973008,0.35345878005971676,-0.026082382722466192,0.31176613473848985,0.06460772947029858,-0.1909844360586185,0.2771993534210644,0.22530351797891737,-0.020062122245869785,0.3209358067647525,-0.2743056581790435,0.07590287415962207,-0.3226346976449056,0.1600799763603624,-0.3110567845871264,-0.457654809853466,-0.07065710446956378,0.10938590238803671,0.003268976351191194,-0.3161993534056373,HR,H,R,0.4969401136694143,0.19634890556978662
VR72,-0.4618231982648615,0.5873498409840271,0.5745376823524682,-0.04161332575207877,0.6160129062270465,-0.06954575467338314,0.15038044059701872,0.0997077420958512,-0.36326736009628524,0.8182398387287277,0.6002781327775883,-0.5281436437653744,-0.8268091210491256,1.0350289775240213,-0.8930176444012018,-0.7061398831494556,-0.5425180803251124,1.3585361410986159,-0.06491051531930925,-0.3037252151467999,0.2808409097708556,-0.3421284813329264,0.03126052434590704,-0.1074469974097727,-0.023984598419124162,0.22722446980049754,0.2918195787641258,-0.4853970807795983,0.787094868145449,1.092806468569033,0.4350573583371662,1.2085141887444322,0.03472415870706588,0.20257771294741544,0.9817531323767905,1.1179039453381727,0.5663911082951927,0.040757631615893186,0.583673834209445,0.5202035738875941,0.8483486203643895,0.3024227579705937,0.1429946914494345,0.20708127801731058,0.9006979578150647,1.0265692479228972,0.2191261306220269,VR,V,R,0.5828976871357429,1.0790384851810852
HR81,-0.080041640822833,0.39410628036934076,0.19323234560595837,-0.28409710899267354,-0.00830997469003314,0.4323046385837563,0.576326295949038,0.816017003502056,-0.3763834591076666,-0.011782341236807714,-0.3086098929692377,-0.7315119500563236,-0.47517208527239096,-0.09579883947843926,-0.705744312858317,-0.30838059373689614,-0.4136799714528852,0.3216579552960711,0.4202443839369072,-0.5169438604179857,0.10645906792612192,-0.6059762567385318,0.370683112099951,0.15668890403707592,-0.15643008184241836,0.0362806085495892,0.5976950609715915,-0.14380569300641183,0.6925017660187796,0.5322552506395423,0.4602766901035413,0.42589995063072705,-0.15311184795639066,0.5352566435948628,0.5685994948433684,0.3957005496861852,0.5392708507317475,-0.42121813571903877,0.35806167151862767,-0.1521781230705178,0.41547475383189914,-0.18618488618353166,-0.4897121138830761,-0.00014008027437835413,0.511165413757998,0.4008419415180935,-0.5554540033336703,HR,H,R,0.7612122461646884,0.8547304129272622
VR94,-0.32290868643139636,0.47301586447586563,1.0195581756679166,-0.8491931569441193,0.09307445097715772,-0.0517016995802983,0.07675962276322462,0.32471675629169583,-1.0750742381209435,0.8051351768885187,0.5198437715174018,-1.158540279305501,-0.7994535924464946,1.2621734194622705,-0.7329740902191018,-1.3184047346023717,-0.9052026482771667,1.6781379844724098,0.7063187725309138,-0.3505070353748594,0.08234688448102584,-0.21270230035765003,0.3742815901999549,0.06860950576962077,-0.034850140476696656,-0.1357744859864768,0.7618671477754122,-0.9477136709528615,0.911960621277851,2.0554661306802107,0.2591312792084073,1.2877304728487087,0.31328229830817567,0.6598685795977437,1.0594956573539118,1.5516184590177016,0.5042289404357625,-0.256509365850899,0.9577513127479218,0.9335866903237231,0.8031641024762,0.7483213891293372,0.3241135760271422,0.32707868889977554,1.3672454901467774,1.4599397800794822,-0.5292320409476565,VR,V,R,0.3972347394004899,2.2873987135807585
HR102,-0.08398872673330643,0.46903603615270384,0.5157408709991262,-0.7264446580226025,-0.18516307745213212,0.48967596588850004,0.6372563200089669,1.0496998052511501,-0.8268548238131836,0.0897036573874912,-0.30928054490893087,-1.2113971023043542,-0.6359549662619473,0.1420848905757981,-0.840740438606713,-0.7464980645186637,-0.7207586804191083,0.7043821470346063,0.8486092259590239,-0.6499015221128867,0.06029765636538981,-0.6689895811927546,0.5938575713189831,0.2502093929349739,-0.18594621694149274,-0.1076776904525788,0.9488581719952448,-0.45630493204677136,0.9522211143232877,1.225111933801838,0.4932663215689973,0.6838043167573066,-0.031420446010334446,0.8598163822878511,0.8145232856414826,0.8124678754237166,0.6565875025388589,-0.6189254697991728,0.6688296534224857,0.10119746591496512,0.5623464876581464,0.04953982855285416,-0.44669717245950985,0.08681139697216625,0.9305246130183189,0.8059011522084581,-0.9699818863488437,HR,H,R,0.8645367095964956,1.6973759593145936
VS23,0.060153956904341443,-0.3564304714317743,-0.15731941453935372,0.26140564866024596,0.026190120469138073,-0.41765495179887613,-0.5482967380424257,-0.7768677966074828,0.33837476679923456,0.04371448537838668,0.31924657217574004,0.6737925136439918,0.423694090129365,0.13590908917433409,0.6440558392383762,0.26063390012874754,0.3712613439976268,-0.25094966097332383,-0.3968121752217867,0.48372461131082045,-0.09343963975046532,0.5698093997605685,-0.3505559648027045,-0.1526080946291955,0.14912020911280677,-0.030169364035697283,-0.5566361791667539,0.11319813235687637,-0.6321220073505944,-0.4559921744254898,-0.42676995534338574,-0.35990984791645586,0.15175754723655543,-0.5003870411368068,-0.5059720731512853,-0.33024607463517974,-0.4960240729488842,0.4024971488950597,-0.31608124884931543,0.17180345220283633,-0.3657299429391224,0.19618304045541357,0.4780981581367975,0.009820472383003626,-0.44936373354295794,-0.3388213611308816,0.533053656539547,VS,V,S,-0.8180407067782393,-0.6710356979895314
HS41,0.42071326381959995,-0.4878864279181487,-0.3993854815572756,-0.14539475171564345,-0.6367781788015914,0.1172556706395061,-0.07472391259866656,0.05350597440021307,0.14297021866802206,-0.7217868900034272,-0.5791810940506167,0.25894218399068325,0.6722201645214902,-0.8785454932349289,0.7262222992525584,0.47028472642310915,0.35926834739419666,-1.0944000361339532,0.24892853289464317,0.19462304153065002,-0.2695260480401433,0.24950145246100822,0.08047813372939776,0.14554822648289772,-0.0001061007404897854,-0.26104413319549696,-0.09718799069898199,0.3240775097907473,-0.583012406973435,-0.7183038232044392,-0.3573672046439527,-0.9937716126884955,0.001501492028353063,-0.028859571426194372,-0.7775815944444409,-0.8534011763385364,-0.44220264249982183,-0.1415298727426561,-0.400121584795159,-0.3998065233084343,-0.7016835938060797,-0.20696267338597632,-0.15250036613268012,-0.1598627019764376,-0.6426845691496512,-0.7726930180629454,-0.39664912558631554,HS,H,S,-0.5507380940081344,-0.5377090642663962
VS61,0.009946755329416579,-0.3641647205592621,-0.5475346845040278,0.8717252627432719,0.3463977872342196,-0.4637152806854347,-0.5619562549889524,-1.0224961050234447,0.9177770419443474,-0.020749765584897495,0.35034068121204226,1.242318317004838,0.5233124610548514,-0.11340759195817052,0.6754891191985413,0.793668679336818,0.7195573115730503,-0.6346072542362149,-0.9837173700517368,0.5925366102552738,0.013753153776053753,0.5636400438986856,-0.6339399094408292,-0.28366689953097246,0.17345896384012097,0.20660927458038503,-0.9759942919915001,0.5031507862869778,-0.857427647032095,-1.2968217705898644,-0.38234238290479894,-0.5665867776284012,-0.03762090527615658,-0.896679560402982,-0.7038883712524737,-0.7806644796315231,-0.55263798932679,0.6510253861052286,-0.6712413280319074,-0.159048548710102,-0.4490371940989336,-0.13497319731284108,0.379676449117508,-0.09539131388025382,-0.9140611250426522,-0.7810959017549635,1.10177810426622,VS,V,S,-0.8180407067782393,-1.70795871117321
HS71,0.47354124515319496,-0.4797484565570768,0.011198744432986116,-0.7875726100491729,-0.9737004551307333,0.16572031551733626,-0.06035137870628904,0.3119559035928736,-0.46667643790435925,-0.6539576515725525,-0.6118982931819648,-0.3392602568044625,0.5674017863874043,-0.616214660926605,0.693148224719422,-0.09057408432217123,-0.007208418815979167,-0.6907157928459053,0.8664697561551631,0.08013113461704793,-0.38231422817928573,0.2559928442551812,0.3786545161601647,0.2834482066007344,-0.02571532093370721,-0.510182446199017,0.34406031355746797,-0.08623039179709571,-0.34594597518504233,0.1664164722419886,-0.40411386436327845,-0.776306296112071,0.20076536335559395,0.38811913190174974,-0.5693342081386951,-0.3794712550314233,-0.3826335204651967,-0.40303110492380356,-0.026422405296043464,-0.05168428625588155,-0.6140277641407672,0.14147968146660286,-0.04894111479435584,-0.04915893625280733,-0.1537303085286654,-0.30733206498241517,-0.9950605798401035,HS,H,S,-0.5507380940081344,0.5533405833244142
VS84,0.05399127052859046,-0.35737981236752636,-0.20521641441959215,0.3363193712454443,0.06549403232806403,-0.4233086300041472,-0.549973376380057,-0.8070174600479925,0.40949353851144277,0.03580181650474773,0.3230632207064926,0.7435762520864985,0.4359217538512884,0.10530669617360378,0.6479141193272713,0.3260612903951592,0.4140129562519546,-0.2980417383803121,-0.46885189332155847,0.4970807475298946,-0.08028225301066165,0.5690521417552513,-0.38533994638195573,-0.16869491656021038,0.1521076712189536,-0.0011059539173177146,-0.6081103192780886,0.1610628974140706,-0.6597771634335915,-0.5591998604559004,-0.4213166899394898,-0.3852784217258747,0.12851227618875077,-0.5490299933963372,-0.5302653226371603,-0.3855327124239062,-0.5029731519693383,0.43300276429286044,-0.35967539695021905,0.13119300082419538,-0.37595549715483956,0.15553524550325237,0.4660173787620269,-0.003093755485390981,-0.5064030465022458,-0.393108379732747,0.6028617775982621,VS,V,S,-0.8180407067782393,-0.7983128838433073
HS93,0.42774697406665874,-0.48680290870905407,-0.3447187991528906,-0.23089665560388456,-0.6816372403756824,0.12370843034547807,-0.0728103009791605,0.08791694126708455,0.061799637715094724,-0.7127558576346389,-0.5835371813546546,0.17929532769559559,0.6582642630891378,-0.8436178087626637,0.7218186962549976,0.39560993733016303,0.3104742931689549,-1.0406520426101942,0.33115022527012905,0.17937917117001237,-0.28454307799974365,0.25036574005685686,0.1201784255745545,0.1639087331450596,-0.0035158057859042344,-0.29421531749727947,-0.038438580996055606,0.269447618225833,-0.5514485169967552,-0.6005089340042129,-0.3635912255355952,-0.9648174867315611,0.02803221113292209,0.026658495029582355,-0.7498547773674752,-0.7903004168596623,-0.43427139217591837,-0.176347101226103,-0.35036591210416296,-0.35345625808585535,-0.6900127767169688,-0.16056978651113138,-0.13871210943749393,-0.1451231985598434,-0.5775834142984848,-0.7107331622888986,-0.47632381069614704,HS,H,S,-0.5507380940081344,-0.3924427320579161
VS43,0.027902950341689103,-0.3613986296151289,-0.40797738466535927,0.6534494444040355,0.23187813410680497,-0.4472421807740164,-0.5570710404704884,-0.9346491494453746,0.7105585570117783,0.0023053465366057457,0.3392201274254405,1.0389897132502175,0.4876847654448196,-0.024241520044222753,0.6642472637050064,0.6030331500990372,0.5949921073873634,-0.49739525383649097,-0.773815527258218,0.5536208887764329,-0.02458347212810215,0.5658464635652102,-0.5325899593609472,-0.23679478985204924,0.16475440727192953,0.12192733102720779,-0.8260142927552852,0.36368740892520934,-0.7768489277133439,-0.9961059424374673,-0.3982315408264695,-0.4926704640711267,0.030108749390336143,-0.7549487820557952,-0.6331052259399714,-0.6195760209337892,-0.5323904851640032,0.5621412947116367,-0.5442212304696123,-0.04072203653181039,-0.41924303706889854,-0.016537877311515792,0.4148761683839597,-0.057763179021685734,-0.7478659036059285,-0.6229200295435247,0.8983784569788196,VS,V,S,-0.8180407067782393,-1.3371116762183997
HS53,0.38680499947653835,-0.49310988104207126,-0.6629238208713227,0.2667946983814574,-0.4205206326975271,0.08614806538325515,-0.08394909338732615,-0.11238316800654441,0.534279132335975,-0.7653238885568818,-0.5581811730105742,0.642905492470297,0.7394990796732477,-1.0469256391859016,0.7474512849881638,0.8302785844846908,0.5944957922169376,-1.3535095399800732,-0.14744760173041827,0.268111025488477,-0.19713162125369343,0.24533487589770459,-0.1109099023281256,0.05703549401236986,0.01633147998870353,-0.10113176172020263,-0.38040843115409656,0.5874384870204382,-0.7351762987789174,-1.286172003861031,-0.32736230847143843,-1.1333542969738721,-0.12639837944920962,-0.29650228161393916,-0.9112476412126591,-1.15759869905456,-0.48043778769454554,0.02631778455928613,-0.6399848209696408,-0.6232528966069955,-0.757946524330204,-0.43061451807886664,-0.21897109586537886,-0.23091922272867135,-0.9565256416696625,-1.071390447221741,-0.012551659347348032,HS,H,S,-0.5507380940081344,-1.2380121787900367
VS73,0.11888254667481973,-0.34738353135260913,0.2991249160161497,-0.4525001082831954,-0.34836460699849503,-0.36377706028095874,-0.5323188674969359,-0.48955036587097145,-0.33936622376960807,0.11911989398364697,0.2828750335002298,0.008773997730804672,0.3071680489208038,0.4275408995495358,0.6072875640504776,-0.36286989812203363,-0.03614895486007204,0.19782399500192605,0.289705163727957,0.35644455889487203,-0.21882566804714287,0.5770258459713762,-0.01907484436311596,0.000694589994631456,0.12065057334209685,-0.30713511989334275,-0.06610275363310142,-0.34293900980975517,-0.368576498523859,0.5275467377427774,-0.4787379717712736,-0.11815479606475393,0.37327814786970703,-0.03683400366346867,-0.27446454603426973,0.19661933316151042,-0.4298013924177563,0.11178760063006099,0.0993581689807801,0.5588091172638839,-0.2682834168472511,0.5835445787957612,0.593224434690519,0.13288926810652513,0.09420415346763675,0.17851796963179514,-0.1321972185393555,VS,V,S,-0.8180407067782393,0.5418784727784831
HS82,0.4655941160999742,-0.480972684835448,-0.05056711806621851,-0.6909671712937073,-0.9230158606544749,0.158429580992947,-0.0625134976966635,0.2730762248839753,-0.3749648007314235,-0.6641614810164205,-0.6069765112551698,-0.24927021976461305,0.5831700432306985,-0.6556781597460705,0.6981236928708716,-0.006201802112815069,0.047922178313750216,-0.7514436627583174,0.7735705070632006,0.09735461991447145,-0.36534704146087776,0.2550163176679254,0.3337986247938806,0.2627033492208423,-0.02186282131721283,-0.4727035519547354,0.27768152849094785,-0.02450609790663099,-0.3816088470201776,0.03332438379898093,-0.39708157336486716,-0.8090204921083002,0.1707892851276167,0.3253913220529094,-0.6006617132257622,-0.45076646926697533,-0.39159474685404555,-0.3636924062406826,-0.08263949956297086,-0.10405373657960997,-0.6272141887027517,0.08906207451442072,-0.06451995604978003,-0.06581255599511104,-0.22728569550700584,-0.37733821432034076,-0.9050391000517757,HS,H,S,-0.5507380940081344,0.38920952750908916
VS100,0.05417549595577145,-0.3573514330652602,-0.20378459642243663,0.33407992375396045,0.06431909342794634,-0.4231396207086866,-0.5499232554757719,-0.8061161753990532,0.40736753609943893,0.03603835536369793,0.32294912700398903,0.7414901587432701,0.43555622388022563,0.10622151457901607,0.6477987811039345,0.32410542436754564,0.41273495286998463,-0.29663398248488315,-0.4666983604250686,0.49668148335345874,-0.08067557583206364,0.5690747789902184,-0.38430012486991055,-0.16821402211555925,0.15201836495718155,-0.0019747664477529903,-0.6065715673649459,0.15963204303467582,-0.6589504488106968,-0.556114602033189,-0.4214797081570835,-0.38452006148132245,0.12920716308183855,-0.547575876131078,-0.5295391078030321,-0.3838799908925775,-0.5027654183653544,0.4320908389269693,-0.3583722070640548,0.13240699700980063,-0.37564981762180905,0.156750358026014,0.4663785178181622,-0.0027077015795603787,-0.5046979310452295,-0.3914855405060644,0.6007749553686986,VS,V,S,-0.8180407067782393,-0.7945080992891931
HS103,0.4643029967212531,-0.48117157739697536,-0.06060182386778411,-0.6752723017085097,-0.9147814578037505,0.1572451018475209,-0.06286476338127475,0.26675969141845124,-0.3600649958817432,-0.6658192321167129,-0.6061769007315495,-0.23465011230997318,0.5857318113664227,-0.6620895427419586,0.6989320254530564,0.007505624538734684,0.05687889486358541,-0.7613097325235483,0.7584777584783944,0.10015280973719853,-0.3625904908338765,0.25485766762056883,0.32651117416800385,0.2593330645315395,-0.021236930271772272,-0.4666145950084255,0.2668973905763115,-0.014478145491845833,-0.38740276638638305,0.011701760913099137,-0.39593908189102167,-0.8143353589145581,0.16591926285428832,0.315200334799752,-0.6057512932028866,-0.46234934807681255,-0.39305062016002396,-0.35730129872710037,-0.0917727323741335,-0.11256186721560789,-0.629356503011983,0.080546120178091,-0.06705095104283934,-0.06851816339510994,-0.2392357701693237,-0.38871166697658105,-0.8904138842942999,HS,H,S,-0.5507380940081344,0.3625442015286038
